pathway	pathway_rn	pathway_label	model_id	organism	status	model_reactions	model_metabolites	kegg_reactions	kgml_reactions_omitted	matched_reactions	unmatched_reactions	reaction_retention_percent	matched_metabolites	unmatched_metabolites	metabolite_retention_percent	map_json	summary_json
map00020	rn00020	Citrate cycle (TCA cycle)	iECP_1309	Escherichia coli 536	built	2739	1941	29		23	6	79.31	13	7	65.0	outputs\bigg_prokaryote_bioemma\maps\map00020\iECP_1309\iECP_1309_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iECP_1309\summary.json
map00030	rn00030	Pentose phosphate pathway	iECP_1309	Escherichia coli 536	built	2739	1941	58	R06837	34	24	58.62	26	11	70.27	outputs\bigg_prokaryote_bioemma\maps\map00030\iECP_1309\iECP_1309_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iECP_1309\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECP_1309	Escherichia coli 536	built	2739	1941	104	R08323, R08328, R10397	32	72	30.77	36	50	41.86	outputs\bigg_prokaryote_bioemma\maps\map00680\iECP_1309\iECP_1309_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iECP_1309\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iECS88_1305	Escherichia coli S88	built	2729	1942	56		41	15	73.21	22	9	70.97	outputs\bigg_prokaryote_bioemma\maps\map00010\iECS88_1305\iECS88_1305_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iECS88_1305\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECS88_1305	Escherichia coli S88	built	2729	1942	29		23	6	79.31	13	7	65.0	outputs\bigg_prokaryote_bioemma\maps\map00020\iECS88_1305\iECS88_1305_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iECS88_1305\summary.json
map00030	rn00030	Pentose phosphate pathway	iECS88_1305	Escherichia coli S88	built	2729	1942	58	R06837	34	24	58.62	26	11	70.27	outputs\bigg_prokaryote_bioemma\maps\map00030\iECS88_1305\iECS88_1305_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iECS88_1305\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECS88_1305	Escherichia coli S88	built	2729	1942	104	R08323, R08328, R10397	32	72	30.77	36	50	41.86	outputs\bigg_prokaryote_bioemma\maps\map00680\iECS88_1305\iECS88_1305_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iECS88_1305\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iECs_1301	Escherichia coli O157:H7 str. Sakai	built	2720	1923	56		41	15	73.21	21	10	67.74	outputs\bigg_prokaryote_bioemma\maps\map00010\iECs_1301\iECs_1301_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iECs_1301\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECs_1301	Escherichia coli O157:H7 str. Sakai	built	2720	1923	29		23	6	79.31	13	7	65.0	outputs\bigg_prokaryote_bioemma\maps\map00020\iECs_1301\iECs_1301_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iECs_1301\summary.json
map00030	rn00030	Pentose phosphate pathway	iECs_1301	Escherichia coli O157:H7 str. Sakai	built	2720	1923	58	R06837	33	25	56.9	26	11	70.27	outputs\bigg_prokaryote_bioemma\maps\map00030\iECs_1301\iECs_1301_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iECs_1301\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECs_1301	Escherichia coli O157:H7 str. Sakai	built	2720	1923	104	R08323, R08328, R10397	32	72	30.77	36	50	41.86	outputs\bigg_prokaryote_bioemma\maps\map00680\iECs_1301\iECs_1301_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iECs_1301\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iECSE_1348	Escherichia coli SE11	built	2768	1957	56		41	15	73.21	22	9	70.97	outputs\bigg_prokaryote_bioemma\maps\map00010\iECSE_1348\iECSE_1348_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iECSE_1348\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECSE_1348	Escherichia coli SE11	built	2768	1957	29		23	6	79.31	13	7	65.0	outputs\bigg_prokaryote_bioemma\maps\map00020\iECSE_1348\iECSE_1348_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iECSE_1348\summary.json
map00030	rn00030	Pentose phosphate pathway	iECSE_1348	Escherichia coli SE11	built	2768	1957	58	R06837	34	24	58.62	26	11	70.27	outputs\bigg_prokaryote_bioemma\maps\map00030\iECSE_1348\iECSE_1348_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iECSE_1348\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECSE_1348	Escherichia coli SE11	built	2768	1957	104	R08323, R08328, R10397	32	72	30.77	36	50	41.86	outputs\bigg_prokaryote_bioemma\maps\map00680\iECSE_1348\iECSE_1348_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iECSE_1348\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iECSF_1327	Escherichia coli SE15	built	2742	1951	56		41	15	73.21	21	10	67.74	outputs\bigg_prokaryote_bioemma\maps\map00010\iECSF_1327\iECSF_1327_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iECSF_1327\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECSF_1327	Escherichia coli SE15	built	2742	1951	29		23	6	79.31	13	7	65.0	outputs\bigg_prokaryote_bioemma\maps\map00020\iECSF_1327\iECSF_1327_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iECSF_1327\summary.json
map00030	rn00030	Pentose phosphate pathway	iECSF_1327	Escherichia coli SE15	built	2742	1951	58	R06837	34	24	58.62	26	11	70.27	outputs\bigg_prokaryote_bioemma\maps\map00030\iECSF_1327\iECSF_1327_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iECSF_1327\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECSF_1327	Escherichia coli SE15	built	2742	1951	104	R08323, R08328, R10397	32	72	30.77	36	50	41.86	outputs\bigg_prokaryote_bioemma\maps\map00680\iECSF_1327\iECSF_1327_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iECSF_1327\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iEcSMS35_1347	Escherichia coli SMS-3-5	built	2746	1947	56		41	15	73.21	22	9	70.97	outputs\bigg_prokaryote_bioemma\maps\map00010\iEcSMS35_1347\iEcSMS35_1347_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iEcSMS35_1347\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iEcSMS35_1347	Escherichia coli SMS-3-5	built	2746	1947	29		23	6	79.31	13	7	65.0	outputs\bigg_prokaryote_bioemma\maps\map00020\iEcSMS35_1347\iEcSMS35_1347_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iEcSMS35_1347\summary.json
map00030	rn00030	Pentose phosphate pathway	iEcSMS35_1347	Escherichia coli SMS-3-5	built	2746	1947	58	R06837	34	24	58.62	26	11	70.27	outputs\bigg_prokaryote_bioemma\maps\map00030\iEcSMS35_1347\iEcSMS35_1347_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iEcSMS35_1347\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iEcSMS35_1347	Escherichia coli SMS-3-5	built	2746	1947	104	R08323, R08328, R10397	32	72	30.77	36	50	41.86	outputs\bigg_prokaryote_bioemma\maps\map00680\iEcSMS35_1347\iEcSMS35_1347_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iEcSMS35_1347\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iECSP_1301	Escherichia coli O157:H7 str. TW14359	built	2712	1920	56		41	15	73.21	21	10	67.74	outputs\bigg_prokaryote_bioemma\maps\map00010\iECSP_1301\iECSP_1301_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iECSP_1301\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECSP_1301	Escherichia coli O157:H7 str. TW14359	built	2712	1920	29		23	6	79.31	13	7	65.0	outputs\bigg_prokaryote_bioemma\maps\map00020\iECSP_1301\iECSP_1301_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iECSP_1301\summary.json
map00030	rn00030	Pentose phosphate pathway	iECSP_1301	Escherichia coli O157:H7 str. TW14359	built	2712	1920	58	R06837	33	25	56.9	26	11	70.27	outputs\bigg_prokaryote_bioemma\maps\map00030\iECSP_1301\iECSP_1301_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iECSP_1301\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECSP_1301	Escherichia coli O157:H7 str. TW14359	built	2712	1920	104	R08323, R08328, R10397	32	72	30.77	36	50	41.86	outputs\bigg_prokaryote_bioemma\maps\map00680\iECSP_1301\iECSP_1301_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iECSP_1301\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iECUMN_1333	Escherichia coli UMN026	built	2740	1935	56		41	15	73.21	21	10	67.74	outputs\bigg_prokaryote_bioemma\maps\map00010\iECUMN_1333\iECUMN_1333_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iECUMN_1333\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECUMN_1333	Escherichia coli UMN026	built	2740	1935	29		23	6	79.31	13	7	65.0	outputs\bigg_prokaryote_bioemma\maps\map00020\iECUMN_1333\iECUMN_1333_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iECUMN_1333\summary.json
map00030	rn00030	Pentose phosphate pathway	iECUMN_1333	Escherichia coli UMN026	built	2740	1935	58	R06837	34	24	58.62	26	11	70.27	outputs\bigg_prokaryote_bioemma\maps\map00030\iECUMN_1333\iECUMN_1333_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iECUMN_1333\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECUMN_1333	Escherichia coli UMN026	built	2740	1935	104	R08323, R08328, R10397	32	72	30.77	36	50	41.86	outputs\bigg_prokaryote_bioemma\maps\map00680\iECUMN_1333\iECUMN_1333_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iECUMN_1333\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iECW_1372	Escherichia coli W	built	2782	1973	56		41	15	73.21	22	9	70.97	outputs\bigg_prokaryote_bioemma\maps\map00010\iECW_1372\iECW_1372_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iECW_1372\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECW_1372	Escherichia coli W	built	2782	1973	29		23	6	79.31	13	7	65.0	outputs\bigg_prokaryote_bioemma\maps\map00020\iECW_1372\iECW_1372_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iECW_1372\summary.json
map00030	rn00030	Pentose phosphate pathway	iECW_1372	Escherichia coli W	built	2782	1973	58	R06837	34	24	58.62	26	11	70.27	outputs\bigg_prokaryote_bioemma\maps\map00030\iECW_1372\iECW_1372_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iECW_1372\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECW_1372	Escherichia coli W	built	2782	1973	104	R08323, R08328, R10397	32	72	30.77	36	50	41.86	outputs\bigg_prokaryote_bioemma\maps\map00680\iECW_1372\iECW_1372_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iECW_1372\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iEKO11_1354	Escherichia coli KO11FL	built	2778	1972	56		41	15	73.21	22	9	70.97	outputs\bigg_prokaryote_bioemma\maps\map00010\iEKO11_1354\iEKO11_1354_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iEKO11_1354\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iEKO11_1354	Escherichia coli KO11FL	built	2778	1972	29		23	6	79.31	13	7	65.0	outputs\bigg_prokaryote_bioemma\maps\map00020\iEKO11_1354\iEKO11_1354_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iEKO11_1354\summary.json
map00030	rn00030	Pentose phosphate pathway	iEKO11_1354	Escherichia coli KO11FL	built	2778	1972	58	R06837	32	26	55.17	26	11	70.27	outputs\bigg_prokaryote_bioemma\maps\map00030\iEKO11_1354\iEKO11_1354_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iEKO11_1354\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iEKO11_1354	Escherichia coli KO11FL	built	2778	1972	104	R08323, R08328, R10397	32	72	30.77	36	50	41.86	outputs\bigg_prokaryote_bioemma\maps\map00680\iEKO11_1354\iEKO11_1354_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iEKO11_1354\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iETEC_1333	Escherichia coli ETEC H10407	built	2756	1962	56		41	15	73.21	21	10	67.74	outputs\bigg_prokaryote_bioemma\maps\map00010\iETEC_1333\iETEC_1333_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iETEC_1333\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iETEC_1333	Escherichia coli ETEC H10407	built	2756	1962	29		23	6	79.31	13	7	65.0	outputs\bigg_prokaryote_bioemma\maps\map00020\iETEC_1333\iETEC_1333_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iETEC_1333\summary.json
map00030	rn00030	Pentose phosphate pathway	iETEC_1333	Escherichia coli ETEC H10407	built	2756	1962	58	R06837	34	24	58.62	26	11	70.27	outputs\bigg_prokaryote_bioemma\maps\map00030\iETEC_1333\iETEC_1333_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iETEC_1333\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iETEC_1333	Escherichia coli ETEC H10407	built	2756	1962	104	R08323, R08328, R10397	32	72	30.77	36	50	41.86	outputs\bigg_prokaryote_bioemma\maps\map00680\iETEC_1333\iETEC_1333_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iETEC_1333\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iG2583_1286	Escherichia coli O55:H7 str. CB9615	built	2704	1919	56		41	15	73.21	21	10	67.74	outputs\bigg_prokaryote_bioemma\maps\map00010\iG2583_1286\iG2583_1286_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iG2583_1286\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iG2583_1286	Escherichia coli O55:H7 str. CB9615	built	2704	1919	29		23	6	79.31	13	7	65.0	outputs\bigg_prokaryote_bioemma\maps\map00020\iG2583_1286\iG2583_1286_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iG2583_1286\summary.json
map00030	rn00030	Pentose phosphate pathway	iG2583_1286	Escherichia coli O55:H7 str. CB9615	built	2704	1919	58	R06837	33	25	56.9	26	11	70.27	outputs\bigg_prokaryote_bioemma\maps\map00030\iG2583_1286\iG2583_1286_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iG2583_1286\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iG2583_1286	Escherichia coli O55:H7 str. CB9615	built	2704	1919	104	R08323, R08328, R10397	31	73	29.81	36	50	41.86	outputs\bigg_prokaryote_bioemma\maps\map00680\iG2583_1286\iG2583_1286_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iG2583_1286\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iJO1366	Escherichia coli str. K-12 substr. MG1655	built	2583	1805	56		40	16	71.43	20	11	64.52	outputs\bigg_prokaryote_bioemma\maps\map00010\iJO1366\iJO1366_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iJO1366\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iJO1366	Escherichia coli str. K-12 substr. MG1655	built	2583	1805	29		22	7	75.86	13	7	65.0	outputs\bigg_prokaryote_bioemma\maps\map00020\iJO1366\iJO1366_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iJO1366\summary.json
map00030	rn00030	Pentose phosphate pathway	iJO1366	Escherichia coli str. K-12 substr. MG1655	built	2583	1805	58	R06837	34	24	58.62	25	12	67.57	outputs\bigg_prokaryote_bioemma\maps\map00030\iJO1366\iJO1366_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iJO1366\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iJO1366	Escherichia coli str. K-12 substr. MG1655	built	2583	1805	104	R08323, R08328, R10397	31	73	29.81	36	50	41.86	outputs\bigg_prokaryote_bioemma\maps\map00680\iJO1366\iJO1366_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iJO1366\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iJR904	Escherichia coli str. K-12 substr. MG1655	built	1075	761	56		37	19	66.07	19	12	61.29	outputs\bigg_prokaryote_bioemma\maps\map00010\iJR904\iJR904_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iJR904\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iJR904	Escherichia coli str. K-12 substr. MG1655	built	1075	761	29		22	7	75.86	12	8	60.0	outputs\bigg_prokaryote_bioemma\maps\map00020\iJR904\iJR904_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iJR904\summary.json
map00030	rn00030	Pentose phosphate pathway	iJR904	Escherichia coli str. K-12 substr. MG1655	built	1075	761	58	R06837	32	26	55.17	25	12	67.57	outputs\bigg_prokaryote_bioemma\maps\map00030\iJR904\iJR904_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iJR904\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iJR904	Escherichia coli str. K-12 substr. MG1655	built	1075	761	104	R08323, R08328, R10397	28	76	26.92	31	55	36.05	outputs\bigg_prokaryote_bioemma\maps\map00680\iJR904\iJR904_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iJR904\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iLF82_1304	Escherichia coli LF82	built	2726	1938	56		41	15	73.21	22	9	70.97	outputs\bigg_prokaryote_bioemma\maps\map00010\iLF82_1304\iLF82_1304_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iLF82_1304\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iLF82_1304	Escherichia coli LF82	built	2726	1938	29		23	6	79.31	13	7	65.0	outputs\bigg_prokaryote_bioemma\maps\map00020\iLF82_1304\iLF82_1304_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iLF82_1304\summary.json
map00030	rn00030	Pentose phosphate pathway	iLF82_1304	Escherichia coli LF82	built	2726	1938	58	R06837	34	24	58.62	26	11	70.27	outputs\bigg_prokaryote_bioemma\maps\map00030\iLF82_1304\iLF82_1304_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iLF82_1304\summary.json
